Id,Label
BHTL,BHTL
MGTD,MGTD
BPKA,BPKA
KRGA,KRGA
OKD ,OKD 
GRJA,GRJA
BRDA,BRDA
BMRN,BMRN
WKRC,WKRC
MD  ,MD  
BQE ,BQE 
PUD ,PUD 
PNWN,PNWN
BKTL,BKTL
JBX ,JBX 
CKOD,CKOD
MQE ,MQE 
BLX ,BLX 
KONY,KONY
PUO ,PUO 
SVT ,SVT 
TJP ,TJP 
PLW ,PLW 
NKI ,NKI 
ASL ,ASL 
PSO ,PSO 
PPG ,PPG 
BTSD,BTSD
BRNA,BRNA
RCJ ,RCJ 
MSO ,MSO 
BKA ,BKA 
PRKD,PRKD
KRTH,KRTH
TAKU,TAKU
SAHL,SAHL
KQE ,KQE 
DOH ,DOH 
MJY ,MJY 
MALK,MALK
BYS ,BYS 
LLD ,LLD 
BQM ,BQM 
MKDN,MKDN
PCLI,PCLI
BRDH,BRDH
BJG ,BJG 
VTN ,VTN 
BAGD,BAGD
ATUL,ATUL
JRS ,JRS 
URN ,URN 
KSE ,KSE 
GTX ,GTX 
KDSD,KDSD
HAT ,HAT 
VRE ,VRE 
BJW ,BJW 
RNO ,RNO 
NDR ,NDR 
ADD ,ADD 
VXD ,VXD 
UTD ,UTD 
GTE ,GTE 
NEP ,NEP 
KANJ,KANJ
VTA ,VTA 
BYR ,BYR 
SNJL,SNJL
CVJ ,CVJ 
LKD ,LKD 
KSPR,KSPR
VRM ,VRM 
MPR ,MPR 
GNST,GNST
GGM ,GGM 
WSE ,WSE 
VCN ,VCN 
VNRD,VNRD
KHRS,KHRS
SR  ,SR  
LPR ,LPR 
BLRD,BLRD
CJR ,CJR 
LMC ,LMC 
LXR ,LXR 
BLWR,BLWR
DDV ,DDV 
ALNI,ALNI
RDT ,RDT 
KIW ,KIW 
DKRA,DKRA
KRLS,KRLS
BRLA,BRLA
MDLM,MDLM
KCNR,KCNR
SDPN,SDPN
HKL ,HKL 
JMKL,JMKL
BIWK,BIWK
GRF ,GRF 
PSLI,PSLI
URML,URML
JNRI,JNRI
SNAR,SNAR
ARE ,ARE 
GKB ,GKB 
LBN ,LBN 
KTA ,KTA 
RNT ,RNT 
MXL ,MXL 
NMD ,NMD 
LRU ,LRU 
COO ,COO 
PDZ ,PDZ 
KNDP,KNDP
DY  ,DY  
BAMA,BAMA
BR  ,BR  
NGLT,NGLT
BIQ ,BIQ 
DXK ,DXK 
AED ,AED 
SNPR,SNPR
MIQ ,MIQ 
PTLI,PTLI
BLO ,BLO 
DHR ,DHR 
IDGH,IDGH
BLNR,BLNR
BBY ,BBY 
RAKL,RAKL
NNE ,NNE 
SCN ,SCN 
AXK ,AXK 
CRKR,CRKR
BAHL,BAHL
SDUA,SDUA
ANT ,ANT 
PJGM,PJGM
ATPA,ATPA
KAPE,KAPE
PMPE,PMPE
SINA,SINA
