id,label,weight,modularity_class,componentnumber
'12047',NDLS BTI SHTBDI,0.714285714,0,0
'12044',NDLS SHATABDI  ,2.5,0,0
'12045',NDLS CDG SHTBDI,0.158730159,29,27
'12048',BTI NDLS SHTBDI,0.714285714,0,0
'12680',CHENNAI EXPRESS,1.111111111,17,0
'12681',COIMBATORE EXP ,0.285714286,17,0
'12682',CHENNAI EXP    ,0.238095238,17,0
'12683',BANGALORE SF EX,0.384615385,17,0
'12684',ERNAKULAM SF EX,0.384615385,17,0
'22858',ANVT SRC SF EXP,0.204081633,0,0
'12686',CHENNAI EXP    ,0.714285714,17,0
'12687',DEHRADUN EXP   ,0.5,17,0
'01402',NGP SUR T F SPL,1.111111111,49,0
'12689',NAGERCOIL EXP  ,0.714285714,17,0
'13147',UTTAR BANGA EXP,1,0,0
'12026',PUNE SHATABDI  ,0.344827586,17,0
'22856',TPTY SRC SUP EX,10,10,0
'16116',CHENNAI EXP    ,5,17,0
'12027',SHATABDI EXP   ,0.142857143,17,0
'56264',MYSORE PASS    ,5,17,0
'22857',SRC ANVT SF EXP,0.204081633,0,0
'56504',BZA BNC PASS   ,5,10,0
'16185',VELANKANNI EXP ,2.5,17,0
'16184',UZHAVAN EXPRESS,2.5,17,0
'57130',HYB BJP PSGR   ,5,17,0
'13401',INTERCITY   EXP,2.5,0,0
'13403',VANANCHAL EXP  ,2.5,0,0
'13402',INTERCITY  EXP ,2.5,0,0
'12336',BHAGALPUR EXP  ,0.384615385,49,0
'13404',VANANCHAL EXP  ,2.5,0,0
'12316',ANANYA EXPRESS ,0.52631579,0,0
'12184',PBH BPL EXPRESS,0.212765957,49,0
'16688',NAVYUG EXPRESS ,3.333333333,17,0
'12317',AKAL TAKHT EXP ,0.52631579,0,0
'12183',BPL PBH SUP EXP,0.212765957,49,0
'16687',NAVYUG EXP     ,1.25,17,0
'12182',DAYODAYA EXP   ,1.25,53,0
'11465',SMNH JBP EXPRES,1.666666667,53,0
'11464',JBP SOMNATH EXP,1.666666667,53,0
'11466',JBP SOMNATH EXP,1.666666667,53,0
'11463',SMNH JBP EXPRES,1.666666667,53,0
'57229',MTM VSKP PASSR ,5,10,0
'12310',RJPB RAJDHANI  ,0.128205128,0,0
'12311',HWH DLI KLK MAI,1.25,0,0
'52547',JOYRIDE STEAM  ,1.666666667,30,28
'17408',TIRUPATI EXPRES,2.5,17,0
'52545',KGN DJ NG TRAIN,1.666666667,31,29
'18401',PURI OKHA EXP  ,0.333333333,10,0
'17405',KRISHNA EXPRESS,5,10,0
'17404',NS  TPTY EXP   ,3.333333333,10,0
'17407',PAMANI EXPRESS ,2.5,17,0
'17406',KRISHNA EXP    ,5,10,0
'17401',TPTY MTM NS EXP,3.333333333,10,0
'17402',MTM TPTY EXP   ,3.333333333,10,0
'18404',BBN CKP INT EXP,5,10,0
'01656',JBP PUNE SPECIA,0.344827586,49,0
'01655',PUNE JBP SUP SP,0.344827586,49,0
'12268',BCT DURONTO EXP,0.23255814,32,30
'12269',DURONTO EXPRESS,0.056179775,33,31
'54833',JP HSR PASS    ,5,53,0
'12262',HWH CSTM DURONT,0.099009901,49,0
'12263',NZM DURONTO EXP,0.106382979,53,0
'12260',SDAH DURONTO EX,0.185185185,0,0
'13226',INTERCITY EXPRE,2.5,0,0
'12266',DURONTO EXPRESS,0.161290323,34,32
'12267',ADI DURONTO EXP,0.23255814,35,33
'12264',PUNE DURONTO EX,0.106382979,49,0
'12265',DEE JAT DURONTO,0.161290323,36,34
'12919',MALWA EXPRESS  ,0.625,49,0
'14056',BRAHMPUTRA MAIL,5,0,0
'14055',BRAHMPUTRA MAIL,5,0,0
'22996',AII BDTS SF EXP,0.666666667,53,0
'11305',CSTM SOLAPUR EX,0.15625,49,0
'18408',SNSI PURI EXP  ,0.625,49,0
'18409',SRIJAGANNATHEXP,5,10,0
'12314',SEALDAH RJDHANI,0.185185185,0,0
'12315',ANNANYA  EXPRES,0.555555556,0,0
'12312',KALKA MAIL     ,2,0,0
'12313',SDAH RAJDHANIEX,0.52631579,0,0
'22903',BHUJ AC S F EXP,0.625,53,0
'12911',BL HARIDWAR EXP,0.185185185,53,0
'54834',HSR JP PASS    ,5,53,0
'18402',OKHA PURI EXP  ,0.333333333,10,0
'18403',CKP BBN INT EXP,5,10,0
'13225',INTERCITY EXPRE,2.5,0,0
'18405',PURI  ADI EXP  ,1,53,0
'18406',ADI PURI EXP   ,1,53,0
'18407',PURI SNSI EXP  ,0.625,49,0
'12918',GUJRAT S KRANTI,0.178571429,53,0
'14236',BE BSB EXPRESS ,5,0,0
'14235',BSB BE EXPRESS ,10,0,0
'15630',GUWAHATI MS EXP,1.666666667,10,0
'15631',BME GHY EXPRESS,1,0,0
'15632',GHY BME BKN EXP,1,0,0
'12913',TRISHATABDI EXP,0.434782609,49,0
'12914',TRISHATABDI EXP,0.434782609,49,0
'15635',GUWAHATI EXPRES,0.588235294,0,0
'12916',ASHRAM EXPRESS ,0.52631579,53,0
'12917',GUJARAT SMPRK K,0.178571429,53,0
'52994',AK MHOW  F  PAS,2.5,49,0
'12409',GONDWANA EXPRES,0.5,49,0
'15636',DWARKA  EXPRESS,0.588235294,0,0
'12910',BDTS GARIB RATH,0.147058824,53,0
'15045',GKP OKHA EXPRES,0.5,53,0
'15044',KGM LJN EXP    ,5,0,0
'18574',BGKT VSKP EXP  ,0.833333333,53,0
'13134',BSB SDAH EXPRES,10,0,0
'13137',KOAA AMH EXPRES,0.909090909,0,0
'13136',JYG KOAA EXP   ,0.625,0,0
'13131',KOAA ANVT EXP  ,10,0,0
'13133',SDAH BSB EXP   ,5,0,0
'18573',VSKP BGKT EXP  ,3.333333333,53,0
'13138',AMH KOAA EXP   ,0.909090909,0,0
'11020',KONARK EXPRESS ,0.416666667,10,0
'15942',DBRG JHAJHA EXP,1.666666667,0,0
'15941',JHAJHA DBRG EXP,1.666666667,0,0
'18192',UTSARG EXP     ,5,0,0
'18191',UTSARG EXP     ,10,0,0
'14606',GARIB RATH EXP ,2.5,0,0
'14307',PRG BE EXPRESS ,2.5,0,0
'12912',HW BL SUP EXP  ,0.185185185,53,0
'14309',UJJAINI EXPRESS,3.333333333,49,0
'14308',BE LKO ALD PASS,2.5,0,0
'14605',GARIB RATH EXP ,2.5,0,0
'12482',INTERCITY EXP  ,0.909090909,0,0
'12860',GITANJALI EXP  ,0.294117647,49,0
'12861',LINK DAKSIN EXP,2,49,0
'12863',HWH YPR EXPRESS,0.434782609,10,0
'12864',YPR HOWRAH EXP ,0.434782609,10,0
'12865',LALMATI EXPRESS,0.714285714,10,0
'12866',LALMATI EXPRESS,0.714285714,10,0
'12867',HWH PDY EXP    ,10,10,0
'12868',PDY HOWRAH EXP ,0.909090909,10,0
'12869',HOWRAH SUP EXP ,0.169491525,49,0
'15011',LJN CDG EXPRESS,1.428571429,0,0
'15012',CDG LJN EXPRESS,1.428571429,0,0
'15013',RANIKHET EXP   ,3.333333333,53,0
'15014',RANIKHET EXP   ,3.333333333,53,0
'15015',GKP YPR EXPRESS,10,49,0
'15016',YPR GORAKPUR EX,0.625,49,0
'15017',GORAKHPUR EXP  ,5,49,0
'15018',GKP LTT EXP    ,5,49,0
'15617',GHY NHLN I C EX,5,0,0
'11069',TULSI EXPRESS  ,0.666666667,49,0
'11068',SAKET EXPRESS  ,0.2,49,0
'11061',MUZAFFARPUR EXP,0.833333333,49,0
'11060',CPR LTT EXPRESS,1.428571429,49,0
'11063',MS SALEM EXP   ,5,17,0
'11062',MFP LTT EXPRESS,0.833333333,49,0
'11065',DARBHANGA  EXP ,0.833333333,49,0
'11064',SA CHENNAI EXP ,5,17,0
'11067',SAKET EXPRESS  ,0.666666667,49,0
'11066',DBG LTT EXPRESS,0.833333333,49,0
'02873',VSKP TPTY SF SP,0.142857143,10,0
'12915',ASHRAM EXPRESS ,0.52631579,53,0
'02877',KJM SPECIAL    ,0.12345679,10,0
'02874',TPTY VSKP SF SP,0.142857143,10,0
'02878',KJM VSKP EXP   ,0.12345679,10,0
'22609',INTERCITY EXP  ,0.5,17,0
'22608',ERNAKULAM SF EX,0.384615385,17,0
'22607',BANGALORE SF EX,0.384615385,17,0
'22606',PURULIA EXPRESS,1.666666667,10,0
'22605',PRR  VM  EXPRES,1.666666667,10,0
'22604',KHARAGPUR EXP  ,1.25,10,0
'22603',KGP VM SF EXP  ,1.25,10,0
'22602',SNSI CHENNAI EX,1,17,0
'22601',SHIRDI EXPRESS ,1,17,0
'22352',PATLIPUTRAEXP  ,2.5,17,0
'23226',DNR SHC LINK EX,5,0,0
'12486',SGNR NED EXPRES,0.666666667,49,0
'23225',SHC DNR LINK EX,5,0,0
'13135',KOAA JYG EXP   ,0.625,0,0
'15308',NAINITAL EXP   ,5,0,0
'12469',CNB JAT EXPRESS,0.344827586,0,0
'12464',RJSTHN S KRNTI ,0.227272727,53,0
'12465',RANTHAMBORE EXP,1.111111111,53,0
'12466',INTERCITY EXP  ,1.428571429,53,0
'15307',NAINITAL EXP   ,3.333333333,0,0
'12460',ASR NDLS EXP   ,0.277777778,0,0
'19132',KUTCH EXPRESS  ,1.666666667,53,0
'19131',KUTCH EXPRESS  ,1.666666667,53,0
'12463',RAJSTHN S KRANT,0.263157895,53,0
'13132',ANVT KOAA EXP  ,10,0,0
'52973',UJN AK F PASS  ,5,49,0
'52974',AK UJN FAST PAS,5,49,0
'22512',KARMABHOOMI EXP,1,49,0
'22511',KARMABHOOMI EXP,1,49,0
'14323',NDLS ROK EXP   ,0.714285714,0,0
'06541',YPR PVR EXP    ,1.111111111,17,0
'19006',SAURASHTRA MAIL,3.333333333,53,0
'19005',SAURASHTRA MAIL,5,53,0
'19263',DELHI SR EXPRES,1.666666667,53,0
'19262',KOCHUVELI EXP  ,1,53,0
'19261',PORBANDAR EXP  ,2,53,0
'19260',BVC KCVL EXP   ,0.714285714,53,0
'03401',BGP DNR SPECIAL,2.5,0,0
'19269',PBR MOTIHARI EX,1.666666667,53,0
'03402',DNR BGP SPL    ,2.5,0,0
'16569',YPR KCG EXP    ,1.428571429,17,0
'12079',JANSHATABDI EXP,0.588235294,17,0
'12078',JAN SHATABDI   ,0.769230769,10,0
'12077',JAN SHATABDI   ,0.769230769,10,0
'12076',JAN SHATABDI   ,0.344827586,17,0
'12075',JAN SHATABDI   ,0.344827586,17,0
'12074',BBS JAN SHATABD,0.555555556,10,0
'16561',KOCHUVELI  ACEX,0.357142857,17,0
'12072',JANSHATABDI EXP,0.277777778,49,0
'12071',JAN SHATABDI EX,0.277777778,49,0
'16562',KCVL YPR AC EXP,0.357142857,17,0
'12679',COIMBATORE EXP ,1.111111111,17,0
'12678',BANGALORE EXP  ,1.666666667,17,0
'12675',KOVAI EXPRESS  ,3.333333333,17,0
'12674',CHERAN EXPRESS ,0.238095238,17,0
'12677',ERNAKULAM EXP  ,1.666666667,17,0
'12676',KOVAI EXP      ,3.333333333,17,0
'12671',NILAGIRI EXP   ,2.5,17,0
'12670',GANGAKAVERI EXP,0.333333333,49,0
'12673',CHERAN EXPRESS ,0.285714286,17,0
'12672',NILAGIRI EXP   ,2.5,17,0
'19314',INDORE EXPRESS ,0.416666667,49,0
'19313',INDB RJPB  EXP ,0.416666667,49,0
'19312',IND PUNE EXPRES,0.625,53,0
'19311',PUNE INDORE EXP,0.625,53,0
'19310',INDORE GNC EXP ,3.333333333,53,0
'12536',LJN GARIBRATH  ,0.476190476,49,0
'57129',BOLARUM PASSR  ,10,17,0
'52588',DJ KGN NG TRAIN,1.666666667,37,35
'13413',FARAKKA EXPRESS,10,0,0
'12535',LJN R GARIBRATH,0.476190476,49,0
'13416',PNBE MLDT EXPRE,0.416666667,0,0
'13417',DGHA MLDT EXP  ,0.714285714,0,0
'13414',FARKKA EXPRESS ,2.5,0,0
'13415',MLDT PNBE EXPRE,0.416666667,0,0
'16301',VENAD EXPRESS  ,5,17,0
'12532',GKP INTERCITY  ,0.909090909,0,0
'16303',VANCHINAD EXP  ,5,17,0
'16302',VENAD EXPRESS  ,5,17,0
'16305',CANNANORE EXP  ,0.555555556,17,0
'16304',VANCHINAD EXP  ,5,17,0
'16307',CANNANORE EXP  ,2.5,17,0
'16306',ERNAKULAM EXP  ,0.555555556,17,0
'06228',MYSORE EXP     ,2.5,17,0
'57230',VSKP MTM PASS  ,10,10,0
'11472',JBP INDB EXP   ,0.833333333,49,0
'12791',SC PNBE EXPRESS,0.833333333,49,0
'11471',INDB JBP EXP   ,0.833333333,49,0
'12781',SWARNA JAYANTHI,0.625,49,0
'12780',GOA EXPRESS    ,1,49,0
'12783',VSKP SC AC EXP ,0.555555556,10,0
'12782',SWARNA JAYANTHI,0.625,49,0
'12785',BANGALORE EXP  ,1,17,0
'12784',SC  VSKP AC EXP,0.555555556,10,0
'15648',GHY LTT EXPRESS,0.416666667,0,0
'58014',BKSC HWH  PAS  ,5,10,0
'58013',HWH BKSC PASS  ,5,10,0
'58012',CKP HWH PAS    ,5,10,0
'58011',HWH CKP PAS    ,5,10,0
'12964',MEWAR EXPRESS  ,1.25,53,0
'58870',JBP BTC PASS   ,3.333333333,49,0
'17415',HARIPRIYA EXP  ,1.666666667,17,0
'17412',MAHALAXMI EXP  ,1.111111111,49,0
'12967',JAIPUR EXP     ,0.416666667,49,0
'17411',MAHALAXMI EXP  ,1.111111111,49,0
'12257',KOCHUVELI GR   ,0.476190476,17,0
'16787',TEN JAMMU EXP  ,1.25,17,0
'12254',ANGA EXPRESS   ,5,10,0
'12253',ANGA EXPRESS   ,0.5,10,0
'16780',RMM TPTY EXP   ,1,17,0
'13308',GANGASATLUJ EXP,5,0,0
'12250',NDLS HWH YUVA  ,0.126582279,0,0
'13307',GANGASUTLEJ EXP,10,0,0
'02511',KYQ KUMBH SPL  ,1.25,49,0
'02510',KYQ BNC SUVIDHA,0.27027027,10,0
'12259',NDLS  DURONTO  ,0.52631579,0,0
'02512',KYQ PUNE SPECIA,1.25,49,0
'15643',PURI KYQ EXPRES,0.666666667,10,0
'14044',GARHWAL EXPRESS,1.666666667,0,0
'12440',NDLS RNC RAJ EX,0.178571429,0,0
'14041',MUSSOORIE EXP  ,2.5,0,0
'14042',MUSSOORIE EXP  ,1.428571429,0,0
'14043',GARHWAL EXPRESS,1.666666667,0,0
'22981',KOTA SGNR SF EX,5,53,0
'22982',SGNR KOTA SF   ,5,53,0
'12323',HWH NDLS EXPRES,0.909090909,0,0
'12322',KOLKATA MAIL   ,0.588235294,49,0
'12321',HWH MUMBAI MAIL,0.588235294,49,0
'13239',PNBE KOTA EXP  ,0.909090909,0,0
'12327',UPASANA EXPRESS,0.277777778,0,0
'12326',NLDM KOAA EXP  ,1,0,0
'12325',KOAA NLDM EXP  ,1,0,0
'12324',NDLS HWH EXPRES,0.303030303,0,0
'13233',RAJGRIHA EXPRES,2.5,0,0
'12329',W B SMPRK KRNTI,0.52631579,0,0
'12328',UPASANA EXPRESS,0.277777778,0,0
'13236',INTERCITY EXP  ,1.25,0,0
'13237',PNBE KOTA EXP  ,0.909090909,0,0
'13234',RAJGRIHA EXPRES,2.5,0,0
'13235',INTERCITY EXP  ,1,0,0
'14220',LKO BSB EXP    ,0.909090909,0,0
'14223',BUDH PURNIMA EX,3.333333333,0,0
'14224',BUDHPURNIMA EXP,3.333333333,0,0
'14227',VARUNA EXPRESS ,1.428571429,0,0
'18215',DURG JAT EXPRES,1.111111111,0,0
'18214',JP DURG EXP    ,0.909090909,53,0
'18216',JAT DURG EXP   ,1.111111111,0,0
'18211',DURG JDB EXP   ,1.25,10,0
'18210',R DRZ EXPRESS  ,5,49,0
'18213',DURG JP EXP    ,0.833333333,53,0
'18212',JDB DURG EXP   ,1.25,10,0
'12073',BBS JAN SHATABD,0.555555556,10,0
'18695',IPR RJPB EXPRES,2.5,0,0
'18697',KOSHI EXP      ,5,0,0
'18696',RJPB IPR EXPRES,2.5,0,0
'18698',KOSHI EXP      ,5,0,0
'18501',VSKP GIMB EXP  ,0.714285714,53,0
'18503',VSKP  SNSI   EX,0.454545455,10,0
'18502',GIMB VSKP EXP  ,0.714285714,53,0
'18504',SNSI VSKP EXP  ,0.454545455,10,0
'13120',DLI  SDAH EXP  ,5,0,0
'18509',VSKP NED EXPRES,0.303030303,10,0
'18508',HIRAKUND EXP   ,0.909090909,10,0
'16855',MANGALORE EXP  ,2.5,17,0
'16854',CHENNAI EXPRESS,2.5,17,0
'15159',SARNATH EXPRESS,10,49,0
'16857',MANGALORE EXP  ,0.555555556,17,0
'16856',PUDUCHERRY EXP ,2.5,17,0
'14318',DDN INDB EXP   ,2.5,49,0
'14319',INDB BARELLY EX,3.333333333,49,0
'14314',BE LTT EXPRESS ,2.5,49,0
'14315',INTERCITY EXP  ,5,0,0
'14316',INTERCITY EXP  ,5,0,0
'14317',IND DDN EXPRESS,2.5,49,0
'14310',UJJAIYANI EXP  ,1.25,49,0
'14311',ALA HAZRAT EXP ,3.333333333,53,0
'14312',ALA HAZRAT EXP ,2.5,53,0
'14313',BAREILLY EXP   ,2.5,49,0
'12361',ASN CSTM EXPRES,0.119047619,49,0
'12360',KOL GARIB RATH ,0.256410256,0,0
'12898',BBS PDY EXPRESS,0.555555556,10,0
'12895',HWH PURI EXPRES,0.333333333,10,0
'12894',BBS EXPRESS    ,2.5,10,0
'12897',PDY BBS EXPRESS,0.555555556,10,0
'12896',PURI HWH EXPRES,0.333333333,10,0
'12891',BGY  BBS EXPRES,5,10,0
'12890',YPR TATA EXP   ,0.4,10,0
'12893',BLGR  EXPRESS  ,2.5,10,0
'12892',BBS BPO EXPRESS,5,10,0
'18030',SHM LTT EXPRESS,5,49,0
'22407',BSB ANVT G RATH,0.27027027,0,0
'59439',AHMADABAD PASS ,5,53,0
'11078',JHELUM EXPRESS ,1.666666667,49,0
'12164',CHENNAI EXP    ,0.714285714,17,0
'11072',KAMAYANI EXPRES,1.111111111,49,0
'14553',HIMACHAL EXP   ,5,0,0
'11070',TULSI EXPRESS  ,0.666666667,49,0
'11071',KAMAYANI EXPRES,1.25,49,0
'14556',BAREILLY EXP   ,3.333333333,0,0
'11077',JHELUM EXPRESS ,1.666666667,49,0
'14554',HIMACHAL EXPRES,5,0,0
'14555',BAREILLY DLI EX,2.5,0,0
'22618',TPTY  SBC  EXP ,0.303030303,17,0
'22619',BSP TEN EXPRESS,2.5,17,0
'14259',RMM VARANASI EX,0.714285714,17,0
'22611',MAS NJP EXPRESS,0.357142857,10,0
'22612',NJP MAS EXPRESS,0.357142857,10,0
'22613',HALDIA EXPRESS ,2.5,10,0
'22614',HLZ MAS SUP EXP,2.5,10,0
'22615',TPTY CBE  EXP  ,0.303030303,17,0
'22616',TIRUPATHI EXP  ,0.303030303,17,0
'22617',TIRUPATHI EXP  ,0.303030303,17,0
'04923',LKO NLDM SF SPL,0.833333333,0,0
'04927',BSB CDG SPECIAL,0.2,0,0
'04924',NLDM LKO SF SPL,0.833333333,0,0
'04928',CDG BSB SPECIAL,0.2,0,0
'12902',GUJARAT MAIL   ,0.434782609,53,0
'12418',PRAYAG RAJ EXP ,0.303030303,0,0
'14258',KASHI V EXPRESS,1.666666667,0,0
'12411',INTERCITY EXP  ,2.5,0,0
'12410',GONDWANA EXPRES,0.5,49,0
'19017',SAU JANATA EXP ,1.666666667,53,0
'12412',INTERCITY EXP  ,2.5,0,0
'59230',BVC ST LINK EXP,3.333333333,53,0
'12414',JAMMU AII EXP  ,0.909090909,53,0
'22849',SHM SC WKLY EXP,0.384615385,10,0
'12416',INTERCITY  EXP ,1.111111111,53,0
'12193',YPR JBP EXP    ,0.416666667,17,0
'14853',MARUDHAR EXPRES,1,53,0
'12650',KTK SMPRK K EXP,0.2,49,0
'12525',KOAA DBRG EXP  ,0.625,0,0
'15204',LJN BJU EXP    ,5,0,0
'12526',DBRG KOAA EXP  ,0.625,0,0
'12521',RAPTI SAGAR EXP,0.4,17,0
'12520',KYQ LTT AC EXP ,0.3125,49,0
'12523',NJP NDLS EXPRES,5,0,0
'12522',RAPTISAGAR EXP ,0.4,17,0
'19018',SAU JANATA EXP ,1.666666667,53,0
'19019',DEHRADUN EXP   ,10,53,0
'11265',AMBIKAPUR EXPRE,1.666666667,49,0
'22188',INTERCITY EXPRE,0.434782609,49,0
'22181',JBP  NZM EXPRES,1.111111111,49,0
'22182',NZM JBP SF EXP ,1.111111111,49,0
'22183',IND DOUBLE DECK,0.227272727,49,0
'22184',HBJ DOUBLE DECK,0.227272727,49,0
'22185',IND DOUBLE DECK,0.227272727,49,0
'22186',BPL DOUBLE DECK,0.227272727,49,0
'22187',INTERCITY EXPRE,0.434782609,49,0
'16779',TPTY RMM EXP   ,1,17,0
'19270',PBR EXPRESS    ,2,53,0
'01420',PAU KOP SPL    ,1.25,49,0
'12069',JANSHATABDI EXP,1,49,0
'22162',RAJYA RANI EXP ,1.25,49,0
'16578',HRR YPR EXP    ,2.5,17,0
'16579',SHIMOGA EXP    ,1,17,0
'12060',KOTA JANSHTBDI ,0.416666667,53,0
'16577',YPR HRR EXP    ,2.5,17,0
'12062',HBJ JANSHATABDI,0.434782609,49,0
'12063',HW UHL LINK JSH,1.25,0,0
'16572',BIDR YPR EXP   ,0.714285714,17,0
'12065',NZM JAN SHATABD,3.333333333,53,0
'16570',KCG YPR EXP    ,1.428571429,17,0
'16571',YPR BIDR EXP   ,0.714285714,17,0
'12668',CHENNAI EXP    ,0.212765957,17,0
'12669',GANGAKAVERI EXP,0.666666667,49,0
'12666',CAPE HOWRAH EXP,1.666666667,10,0
'12667',NAGERCOIL EXP  ,0.212765957,17,0
'12664',HOWRAH EXPRESS ,1.666666667,10,0
'12665',KANNYAKUMARI EX,5,10,0
'12662',POTHIGAI   EXP ,5,17,0
'12663',HWH TPJ EXPRESS,5,10,0
'12660',GURUDEV EXPRESS,0.384615385,10,0
'12661',POTHIGAI  EXP  ,5,17,0
'19653',RATLAM AJMER EX,5,53,0
'19302',YPR  INDB EXP  ,2.5,49,0
'16176',CHENNAI EXP    ,1.666666667,17,0
'16177',ROCK FORT EXP  ,5,17,0
'19654',AII RTM EXP    ,5,53,0
'19307',CHANDIGARH EXP ,0.555555556,49,0
'19308',CDG  INDB  EXP ,0.555555556,49,0
'19309',GNC INDORE EXP ,3.333333333,53,0
'16178',ROCKFORT EXPRES,5,17,0
'19659',SHM UDZ EXPRESS,0.714285714,53,0
'17229',SABARI EXPRESS ,0.714285714,17,0
'17225',AMARAVATHI EXP ,1.666666667,10,0
'17226',AMARAVATI EXP  ,1.666666667,10,0
'17221',COA  LTT EXPRES,0.909090909,10,0
'17222',LTT COA EXPRESS,0.909090909,10,0
'16318',HIMSAGAR EXP   ,3.333333333,17,0
'13429',MLDT ANVT EXP  ,0.333333333,0,0
'16312',BIKANER EXPRESS,0.714285714,53,0
'16313',CANNANORE EXP  ,2.5,17,0
'13425',MLDT ST EXP    ,0.5,49,0
'13424',AII BGP EXP    ,0.625,0,0
'13423',BGP AII EXPRESS,0.625,0,0
'16317',HIMSAGAR EXP   ,1.111111111,17,0
'16314',ERNAKULAM EXP  ,2.5,17,0
'16315',KOCHUVELI EXP  ,0.5,17,0
'17311',MAS VASCO EXP  ,0.714285714,17,0
'17310',YPR BIWEEKLY EX,0.714285714,17,0
'17313',MAS HUBLI EXP  ,0.294117647,17,0
'17312',VSG CHENNAI EXP,0.714285714,17,0
'17315',VELANKANNI EXP ,2.5,17,0
'17314',UBL CHENNAI EXP,0.294117647,17,0
'17317',LOKAMANYA TT EX,0.52631579,49,0
'17316',VLNK VSG EXP   ,2.5,17,0
'12792',PNBE SC EXP    ,0.833333333,49,0
'12457',DEE BKN  S F EX,2.5,53,0
'11449',JAMMUTAWI EXP  ,1.111111111,0,0
'11448',SHAKTIPUNJ EXP ,2.5,0,0
'12797',VENKATADRI EXP ,1.666666667,17,0
'12805',JANMABHOOMI EXP,1.428571429,10,0
'17429',RAYALASEEMA EXP,2.5,17,0
'12240',JP BCT DURONTO ,0.23255814,38,36
'12241',CDG ASR SUP    ,2.5,0,0
'12242',ASR CDG SUP    ,2.5,0,0
'12243',SHATABDI EXP   ,0.091743119,17,0
'12244',SHATABDI EXP   ,0.091743119,17,0
'12245',HWH YPR DURONTO,0.103092784,10,0
'12246',DURONTO EXPRESS,0.103092784,10,0
'12247',BDTS NZM YUVA E,0.12345679,53,0
'12248',NZM  BDTS  YUVA,0.12345679,53,0
'13332',PNBE DHN EXPRES,0.555555556,0,0
'13331',DHN PNBE EXPRES,0.555555556,0,0
'13330',GANGADAMODAR EX,2.5,0,0
'12084',JAN SHATABDI EX,5,17,0
'53140',JSME KOAA PGS  ,2.5,0,0
'12083',JAN SHATABDI EX,5,17,0
'12061',JBP JANSHATABDI,0.434782609,49,0
'12081',JAN SHATABDI   ,0.263157895,17,0
'14033',JAMMU MAIL     ,10,0,0
'14035',DAULADHAR EXP  ,1.111111111,0,0
'14034',JAMMU MAIL     ,2.5,0,0
'14037',DLI PTK EXP    ,1.428571429,0,0
'14036',DHAULADHAR EXP ,1.111111111,0,0
'14038',PTK DLI EXP    ,1.428571429,0,0
'09627',AII DEE SF SPL ,5,53,0
'13202',LTT RJPB EXP   ,3.333333333,49,0
'13201',RJPB LTT EXP   ,5,49,0
'18420',JYG DBG PURI EX,0.625,10,0
'12634',KANYAKUMARI EXP,0.555555556,17,0
'18421',PURI AJMER EXP ,0.625,53,0
'12338',SANTINIKETANEXP,0.5,0,0
'12339',COAL FIELD EXP ,1.428571429,0,0
'12334',VIBHUTI EXPRESS,0.909090909,0,0
'54812',JU BPL PASS    ,5,53,0
'54811',BPL JU PASS    ,10,53,0
'12337',SANTINIKATANEXP,0.5,0,0
'12330',W B SMPRK KRNTI,0.185185185,0,0
'12331',HIMGIRI EXPRESS,0.416666667,0,0
'12332',HIMGIRI EXPRESS,0.416666667,0,0
'12333',VIBHUTI EXPRESS,0.909090909,0,0
'22356',SUVIDHA AC EXP ,0.181818182,49,0
'18208',AII DURG EXP   ,0.909090909,53,0
'18209',DRZ R EXPRESS  ,5,49,0
'18206',NTV DURG EXP   ,2.5,49,0
'22351',PPTA YPR EXP   ,2.5,17,0
'18204',BETWA EXPRESS  ,2,49,0
'18205',DURG NTV EXP   ,2.5,49,0
'18202',NTV DURG EXP   ,2.5,49,0
'18203',BETWA EXPRESS  ,2,49,0
'18201',DURG NTV EXP   ,2.5,49,0
'12547',AF ADI SF EXP  ,0.238095238,53,0
'19665',KURJ UDZ EXP   ,1.666666667,53,0
'22889',DGHA PURI SUP E,0.714285714,10,0
'54253',PYG LKO PASS   ,5,0,0
'13110',MAITREE EXPRESS,2.5,39,37
'18516',VSKP TATA EXP  ,2.5,10,0
'54254',LKO PYG PASS   ,5,0,0
'18515',TATA VSKP EXP  ,2.5,10,0
'22881',PUNE BBS EXPRES,0.3125,10,0
'22880',TPTY BBS  SF EX,0.37037037,10,0
'13119',SDAH  DLI EXP  ,5,0,0
'22882',BBS PUNE EXP   ,0.3125,10,0
'22884',PURI GARIB RATH,0.555555556,10,0
'15817',DBB SHTT RR EXP,5,0,0
'12541',GKP LTT SUP EXP,0.4,49,0
'12812',HTE LTT SUPER  ,0.3125,49,0
'14369',TRIBENI EXPRESS,2.5,0,0
'54078',DLI BE PASSENGR,10,0,0
'12936',SURAT BDTS EXP ,0.769230769,53,0
'54075',SPC DELHI PASS ,5,0,0
'54077',BE DLI PSNGR   ,5,0,0
'54076',SITAPURCITY PAS,5,0,0
'12935',BDTS SURAT EXP ,0.769230769,53,0
'15618',NHLN GHY IC EXP,5,0,0
'17307',BASAVA EXPRESS ,1,17,0
'15619',GAYA KYQ WKLY E,2.5,0,0
'12888',PURI HWH EXPRES,0.333333333,10,0
'12889',TATA YPR EXP   ,5,10,0
'12886',ARANYAK EXPRESS,1.666666667,10,0
